experiment,run,generation,success,best_fitness,conflicts,num_colors
"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",94,0,1,997,0,3
"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",95,0,1,997,0,3
"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",96,0,1,997,0,3
"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",97,0,1,997,0,3
"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",98,0,1,996,0,4
"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",99,0,1,997,0,3
"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",100,0,1,997,0,3

=== SUMMARY ===
Problem,Einstellung,SR,AES,Durchschnittliche Fitness
Map-Coloring,"Kodierung 50, Turnier k=3, Uniform, genweise Mutation",1.0000,N/A,996.640
Map-Coloring,"Kodierung 50, Fitnessproportional, Uniform, genweise Mutation",1.0000,N/A,996.780
Map-Coloring,"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation",1.0000,N/A,996.890
Map-Coloring,"Kodierung 100, Turnier k=3, 2-Punkt, genweise Mutation",1.0000,N/A,996.880
Map-Coloring,"Kodierung 100, Turnier k=5, Uniform, genweise Mutation",1.0000,N/A,996.870
Map-Coloring,"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_cx=0.7",1.0000,N/A,996.840
Map-Coloring,"Kodierung 100, Turnier k=3, Uniform, genweise Mutation, p_mut=0.3",1.0000,N/A,996.880
