experiment,run,generation,success,best_fitness
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",53,653,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",54,63,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",55,93,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",56,85,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",57,13,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",58,23,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",59,55,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",60,21,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",61,15,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",62,1000,0,27
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",63,49,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",64,56,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",65,606,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",66,16,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",67,24,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",68,18,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",69,26,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",70,26,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",71,14,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",72,27,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",73,143,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",74,78,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",75,44,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",76,14,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",77,19,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",78,13,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",79,399,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",80,14,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",81,72,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",82,38,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",83,16,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",84,12,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",85,125,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",86,23,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",87,17,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",88,15,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",89,29,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",90,46,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",91,32,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",92,16,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",93,26,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",94,21,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",95,1000,0,27
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",96,18,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",97,19,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",98,34,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",99,79,1,28
"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",100,31,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",1,865,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",2,27,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",3,19,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",4,15,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",5,25,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",6,21,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",7,7,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",8,25,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",9,375,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",10,93,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",11,19,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",12,17,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",13,31,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",14,43,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",15,291,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",16,36,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",17,70,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",18,8,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",19,214,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",20,4,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",21,571,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",22,10,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",23,25,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",24,187,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",25,16,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",26,90,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",27,11,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",28,47,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",29,20,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",30,12,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",31,20,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",32,13,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",33,2,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",34,662,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",35,14,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",36,32,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",37,24,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",38,1000,0,27
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",39,11,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",40,12,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",41,631,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",42,16,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",43,1000,0,27
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",44,23,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",45,7,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",46,10,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",47,14,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",48,1000,0,27
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",49,15,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",50,7,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",51,13,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",52,21,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",53,9,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",54,390,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",55,68,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",56,30,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",57,153,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",58,13,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",59,11,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",60,22,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",61,17,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",62,395,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",63,414,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",64,1000,0,27
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",65,7,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",66,54,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",67,61,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",68,12,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",69,10,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",70,10,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",71,28,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",72,15,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",73,45,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",74,1000,0,27
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",75,11,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",76,7,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",77,13,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",78,239,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",79,14,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",80,160,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",81,13,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",82,310,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",83,6,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",84,20,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",85,6,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",86,10,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",87,16,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",88,54,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",89,8,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",90,100,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",91,33,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",92,16,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",93,15,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",94,9,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",95,5,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",96,12,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",97,460,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",98,333,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",99,346,1,28
"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",100,27,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",1,13,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",2,163,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",3,27,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",4,376,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",5,25,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",6,35,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",7,23,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",8,81,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",9,45,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",10,106,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",11,5,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",12,20,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",13,6,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",14,15,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",15,63,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",16,40,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",17,666,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",18,1000,0,27
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",19,31,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",20,27,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",21,20,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",22,22,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",23,27,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",24,32,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",25,13,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",26,11,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",27,11,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",28,84,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",29,1000,0,27
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",30,31,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",31,159,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",32,411,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",33,15,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",34,21,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",35,72,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",36,12,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",37,24,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",38,40,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",39,212,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",40,29,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",41,132,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",42,25,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",43,8,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",44,25,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",45,12,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",46,21,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",47,8,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",48,32,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",49,61,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",50,12,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",51,5,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",52,58,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",53,128,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",54,5,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",55,109,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",56,45,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",57,25,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",58,62,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",59,5,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",60,16,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",61,20,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",62,9,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",63,40,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",64,19,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",65,25,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",66,29,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",67,25,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",68,409,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",69,63,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",70,37,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",71,22,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",72,21,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",73,19,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",74,17,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",75,27,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",76,112,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",77,250,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",78,33,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",79,281,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",80,52,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",81,66,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",82,43,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",83,46,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",84,533,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",85,16,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",86,21,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",87,17,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",88,35,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",89,123,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",90,50,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",91,12,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",92,49,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",93,21,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",94,14,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",95,570,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",96,10,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",97,18,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",98,17,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",99,48,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",100,25,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",1,54,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",2,27,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",3,77,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",4,282,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",5,156,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",6,18,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",7,89,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",8,115,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",9,119,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",10,93,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",11,39,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",12,107,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",13,143,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",14,123,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",15,24,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",16,89,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",17,16,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",18,7,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",19,14,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",20,139,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",21,269,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",22,84,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",23,61,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",24,6,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",25,353,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",26,15,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",27,302,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",28,88,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",29,92,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",30,86,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",31,122,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",32,24,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",33,270,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",34,21,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",35,91,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",36,81,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",37,10,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",38,287,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",39,198,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",40,70,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",41,119,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",42,82,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",43,185,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",44,28,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",45,327,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",46,26,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",47,39,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",48,39,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",49,24,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",50,13,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",51,29,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",52,175,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",53,55,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",54,293,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",55,144,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",56,407,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",57,5,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",58,19,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",59,15,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",60,135,1,28
